Blog	hat	traffic	begins	yours	tour	expensive	apple	parties	cd	daddy	considered	paying	checking	checked	besides	meal	character	childhood	opinion	animals	interest	rough	threw	rush	prayer	shape	colors	career	effect	marriage	bird	grass	strength	september	visiting	officially	becoming	attempt	film	society	younger	ending	background	milk	bathroom	runs	battle	bridge	period	sold	include	spoke	accept	basically	jesus	bill	island	huh	fake	angry	invited	issue	teach	whose	charge	east	creative	continued	rule	tickets	calm	correct	among	whom	sell	ring	discovered	performance	degrees	concert	base	pure	boss	response	tight	perfectly	folks	jack	honestly	midnight	aside	lake	plain	soft	bye	sand	riding	ordered	laughed	sex	answers	confused	extremely	fans	report	feed	jobs	anniversary	block	solid	blow	signs	musical	cost	nor	goodbye	flat	david	avoid	balance	ha	recommend	airport	joined	trick	progress	ear	via	throwing	evil	bringing	comfort	easter	trips	football	flight	rose	attack	enter	serve	program	lower	member	pretend	aware	forgotten	distance	tall	obvious	gifts	paul	familiar	review	edge	america	houses	likely	seven	worried	disappointed	despite	perhaps	relax	w	security	describe	pushed	offered	shots	topic	odd	damn	grab	annoying	stress	pages	teaching	celebration	giant	hurts	manage	police	bank	sometime	row	adventure	counting	burn	prepare	filling	pushing	understanding	bike	interview	president	visited	normally	holy	accident	suck	dying	typical	cell	plastic	lessons	nobody	guide	female	river	thrown	text	cookies	personally	patient	smaller	waste	french	reminds	impossible	balls	stomach	passion	letters	excitement	artist	streets	inspired	yard	knowledge	ocean	faster	leading	successful	score	ah	smoke	flash	ass	ups	passing	pride	fashion	hardly	camp	thick	blessed	mirror	saved	activity	searching	pressure	product	sigh	wave	catching	degree	wash	fail	leg	dust	central	classic	talks	neighborhood	greatest	included	sets	square	challenge	government	items	highly	grateful	experiences	struggle	plenty	forced	stone	load	bread	upset	signed	parent	drama	routine	drinks	golden	research	account	fault	lying	lift	bet	teachers	rate	painting	fever	personality	oil	complain	burning	education	rolling	walks	thin	garage	expecting	youtube	suppose	downtown	sudden	cutting	driver	option	smiling	sunny	glasses	dishes	thanksgiving	web	tend	library	buddy	granted	session	indeed	pleasure	wise	desire	bite	emotional	match	jumping	toy	quit	heads	someday	traveling	related	jumped	listened	google	screaming	concept	ugly	holds	prayers	cash	decent	sides	forth	conversations	design	toys	gas	minor	van	prefer	info	shake	channel	ignore	shirts	festival	fantastic	lets	cousins	thousand	grace	angel	media	net	videos	bands	model	fighting	wine	selling	boots	freedom	neck	creating	material	nowhere	target	button	content	lyrics	annual	exact	pulling	slide	wrapped	breaks	deserve	drunk	prove	answered	matters	bother	loose	sounded	belly	stands	limited	lonely	swing	hero	boyfriend	concerned	attitude	receive	puts	regret	professional	chest	particularly	shock	george	forgive	fancy	goodness	therefore	split	repeat	raised	popular	risk	climb	returned	clouds	attend	agreed	ability	thus	hated	promised	flower	flies	fed	delicious	directly	proper	tom	stairs	james	egg	pregnant	sadly	hearts	master	plate	remain	eggs	flip	rare	heading	vote	birds	sunshine	diet	audience	groups	hug	curious	rocks	experienced	meat	climbing	fabulous	merry	touched	laundry	truck	continues	mistake	becomes	glory	various	horse	culture	ticket	necessary	express	fallen	press	episode	vs	beer	entry	collection	crap	exercise	presence	released	reaction	male	toilet	humor	california	physical
KASMS	2	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	1	2	2	0	3	0	0	0	2	2	2	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	2	3	0	0	0	2	1	0	0	3	0	0	2	1	0	1	0	1	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	2	1	1	0	1	1	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	3	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	2	4	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	1	2	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	6	0	0	0	0	0	0	0	1	0	9	0	0	0	0	1	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	3	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	5	0	0	0	1
One-Sided War	15	9	10	7	26	14	33	10	56	33	25	29	9	10	25	16	20	5	25	21	29	9	13	31	3	10	2	27	26	41	10	8	10	30	3	14	13	20	18	34	7	16	9	20	17	17	14	20	29	30	21	31	15	59	34	122	19	9	26	21	9	85	3	38	32	52	2	11	36	7	17	28	57	14	33	12	11	7	3	8	23	13	14	47	8	21	28	38	28	9	15	8	18	10	8	10	7	26	11	37	25	38	27	62	45	8	17	2	9	6	24	22	6	22	20	2	9	92	21	15	17	15	6	8	13	7	2	94	25	29	13	6	8	5	76	10	12	41	6	14	40	16	19	26	13	5	3	3	46	16	33	34	19	17	148	7	29	25	15	11	23	29	4	46	45	15	7	12	5	4	17	49	10	17	8	14	4	5	4	2	7	56	19	3	8	2	3	11	3	5	10	4	11	16	210	5	27	36	5	38	12	23	21	7	9	23	4	25	12	27	17	10	25	4	12	15	34	33	20	24	13	3	11	4	7	12	17	22	8	8	4	16	4	17	17	13	7	88	14	13	15	8	14	22	2	3	4	9	6	9	15	15	3	4	0	8	4	28	11	10	29	18	20	10	49	20	16	12	10	143	12	23	10	2	5	16	13	4	8	13	13	12	7	5	12	1	13	24	16	17	26	5	24	11	24	4	3	5	40	11	26	16	6	5	6	17	28	33	8	24	6	9	10	14	2	4	3	6	9	6	14	9	7	8	9	26	11	15	9	9	12	9	6	0	22	32	2	9	19	8	21	70	9	39	22	7	1	22	32	13	6	3	10	10	25	20	12	21	13	7	13	12	15	4	34	0	0	10	4	9	45	7	32	177	16	26	8	30	5	32	3	3	13	18	36	14	9	36	14	26	18	5	8	7	17	31	17	5	16	8	8	11	3	12	8	5	17	21	9	17	19	14	15	8	13	17	14	18	78	9	9	3	25	73	6	21	41	13	2	7	3	5	7	14	9	21	4	3	5	10	1	15	20	16	1	24	1	6	16	4	7	8	15	1	11	16	19	55	9	3	9	16	14	1	13	10	2	23	1	8	16	5	2	43	16	25	22	8	23	8	31	19	22	10	6	42	20	54	31	4	9	28	1	10	68	30	29	3	15	86	6
HARMONY GRACE ELOHIM	2	2	5	6	2	0	0	0	0	0	2	2	1	0	0	0	0	1	1	15	4	0	0	3	5	0	1	1	1	0	10	2	1	0	1	1	19	0	0	3	0	4	0	1	2	1	2	1	11	0	1	2	5	0	1	1	2	3	0	6	2	1	1	0	3	6	12	7	1	0	7	0	6	1	0	0	6	4	0	0	3	6	0	1	0	19	0	0	0	1	3	1	3	0	0	2	1	0	3	0	1	4	6	0	0	9	0	0	1	1	2	2	0	0	1	1	2	0	2	12	0	0	0	0	0	3	0	0	0	3	7	4	0	0	0	1	0	3	6	9	0	2	0	1	9	1	4	2	0	2	0	3	0	0	0	0	1	3	0	0	0	15	7	0	2	2	5	3	0	1	1	0	2	0	0	0	0	1	2	1	2	1	0	0	0	5	0	1	0	16	6	9	1	0	0	3	2	4	2	0	1	0	3	10	0	2	6	1	1	0	0	0	0	2	0	0	1	0	5	1	0	2	0	1	4	0	1	5	5	9	0	2	4	0	0	0	2	0	0	4	0	0	0	0	4	10	0	0	3	1	3	0	0	2	0	3	0	0	2	0	2	0	0	2	3	0	0	0	1	0	0	0	3	36	4	0	10	2	2	0	1	0	2	5	1	0	14	0	0	0	3	4	0	2	0	1	0	6	1	1	9	0	0	6	2	4	1	0	1	0	12	0	0	0	4	2	0	1	0	11	2	0	0	1	4	3	1	5	7	7	7	0	1	0	0	0	0	4	0	1	2	0	1	3	1	4	2	0	0	3	4	0	2	1	0	6	1	1	1	1	0	0	0	0	9	1	0	2	36	1	0	1	0	0	0	4	0	0	0	13	0	11	1	6	0	1	0	0	0	1	1	0	2	0	0	0	0	2	0	1	6	0	2	0	2	1	2	0	2	2	4	12	0	0	0	2	0	1	4	0	3	0	0	2	0	4	0	0	0	3	3	0	0	2	4	0	1	3	2	2	0	3	1	0	1	0	1	0	2	3	2	0	6	1	0	0	1	0	12	0	0	0	0	0	11	2	21	0	0	0	0	2	0	0	13	0	10	1	1	1	0	0	9	5	1	0	0	1	0	0	0	0	2	26	5	3	1	1	0	8	9
The Start of a New Day	1	12	2	5	5	2	1	3	2	0	1	2	2	4	7	0	2	0	3	0	0	2	1	3	0	3	0	0	0	0	1	0	0	2	2	3	1	6	3	1	1	10	1	1	5	0	3	2	0	1	2	0	0	6	0	3	0	1	2	4	1	8	0	0	0	4	1	2	3	3	1	2	0	0	2	1	0	0	1	1	5	0	8	3	3	0	0	6	1	3	5	19	0	1	1	4	12	3	2	0	4	2	2	0	3	4	5	2	3	4	3	4	0	2	2	5	5	2	1	3	5	0	11	0	0	0	2	5	1	2	1	2	3	5	0	5	0	0	1	1	3	3	0	0	1	0	15	1	2	1	2	4	2	0	2	0	1	3	6	3	0	0	3	5	3	2	5	2	2	2	2	5	2	4	0	0	0	2	2	5	2	5	5	1	1	5	0	0	0	0	0	0	96	3	0	1	10	6	6	8	1	0	0	0	6	0	3	0	7	1	3	6	1	0	1	1	1	0	1	3	0	1	1	0	1	2	0	0	0	6	3	0	0	0	1	0	6	6	5	1	3	0	0	21	0	0	0	1	0	5	1	5	4	1	1	4	3	1	2	3	4	1	0	1	2	2	1	3	3	0	0	0	0	1	0	4	1	1	1	0	0	2	1	0	0	3	4	3	3	9	0	0	0	1	2	0	0	2	4	1	0	2	1	0	0	2	4	1	0	5	2	2	11	1	1	5	1	1	0	6	3	0	9	11	1	0	0	0	1	0	0	5	0	0	0	1	0	0	1	3	0	9	0	9	1	2	0	9	1	1	0	0	16	0	6	6	0	0	0	0	2	0	0	1	0	5	1	2	1	1	2	1	2	2	4	1	13	2	4	2	1	2	1	3	0	2	1	2	0	1	1	0	1	3	0	0	5	2	1	1	1	2	0	0	1	0	1	1	2	1	0	0	2	1	1	1	0	0	0	0	0	3	1	2	2	4	1	1	9	1	1	2	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	2	0	2	2	2	1	3	1	1	0	0	1	1	0	2	1	1	4	0	2	15	1	0	1	1	5	0	1	0	0	8	2	2	8	0	2	1	5	1	4	5	2	5	8	2	0	0	1	0	0	3	16	1
Vers de Socit	3	8	7	7	1	13	5	5	1	0	22	4	0	5	4	0	23	7	29	14	38	1	3	2	2	17	1	11	49	8	12	5	11	10	3	0	10	9	32	35	1	6	9	6	1	12	11	1	13	5	13	2	39	6	10	15	4	2	2	9	5	19	14	33	4	16	8	14	24	2	6	21	47	15	5	1	12	8	11	2	8	10	5	18	0	6	5	1	4	0	8	7	9	7	3	17	1	3	5	13	13	15	14	2	20	2	4	1	2	6	6	5	7	28	41	0	6	28	21	16	4	10	3	1	8	16	11	10	1	10	5	8	0	9	9	16	9	11	6	4	29	21	9	6	12	10	14	2	15	1	22	4	23	7	27	3	20	18	3	5	21	44	0	18	12	9	2	3	0	15	14	11	2	1	1	13	9	1	2	3	8	8	25	11	9	2	4	9	1	2	5	38	1	16	11	9	4	7	2	1	3	15	10	2	1	9	13	3	5	2	13	0	21	15	9	8	72	7	19	20	5	12	14	5	7	2	10	3	53	7	22	6	9	5	8	4	2	16	3	7	12	8	12	1	3	0	2	5	26	9	5	9	6	4	0	7	1	15	0	3	20	19	19	2	22	11	8	3	29	49	2	15	0	11	9	7	7	6	7	4	4	3	3	4	6	2	3	35	12	2	5	5	3	5	10	2	4	3	4	2	11	40	1	3	5	1	0	64	17	0	8	2	6	7	1	1	4	0	1	19	19	4	1	5	0	38	13	14	16	2	6	8	1	0	2	8	4	4	15	1	0	52	0	28	2	5	1	5	6	10	4	5	21	0	8	11	3	6	4	2	5	12	1	0	12	4	3	23	2	1	21	13	7	2	22	6	12	7	0	35	2	12	29	3	11	2	27	3	3	8	0	2	2	9	2	3	14	3	8	10	8	1	2	3	22	3	1	12	0	4	13	8	7	2	5	2	31	1	27	3	10	0	36	1	4	10	15	20	3	5	3	1	5	14	19	2	7	9	5	7	7	9	7	1	1	21	1	4	4	5	7	5	10	4	2	11	2	34	9	3	4	17	12	0	2	1	3	4	3	2	1	7	1	0	9	11	25	6	12	3	31	1	16	14	5	18	6	25	15	5	3	9	12	5	4	9	5	24	5	6	26
F-Measure	2	0	6	3	16	0	5	0	38	2	13	3	4	1	1	0	5	0	5	0	9	2	0	4	1	0	0	21	10	5	2	4	7	6	0	4	5	8	48	2	0	3	16	4	3	0	3	7	3	1	11	5	1	11	3	10	12	0	1	3	0	9	0	12	0	1	3	5	5	2	0	0	2	5	2	9	16	7	0	44	3	3	0	0	2	6	2	3	10	13	7	4	0	10	0	0	3	2	0	17	1	1	1	21	1	0	1	1	2	11	0	0	15	1	12	4	0	27	1	12	0	5	0	4	6	0	1	10	2	4	0	1	1	1	2	2	3	1	1	2	2	2	10	4	3	94	2	3	13	0	10	26	195	2	3	0	4	12	0	7	25	45	0	13	0	17	0	2	1	1	5	0	5	0	0	3	1	3	3	0	1	6	0	5	1	0	5	4	0	1	0	1	0	6	1	1	6	4	3	1	5	12	3	0	2	11	0	7	1	2	0	0	1	1	2	5	9	6	1	0	0	1	1	1	22	5	11	1	7	1	3	1	14	103	4	1	1	6	4	11	0	1	3	1	2	1	7	0	0	3	9	5	0	9	1	0	0	7	0	10	5	28	0	1	8	8	4	1	1	2	1	6	1	3	2	3	8	9	0	1	0	2	1	0	2	1	5	4	3	3	4	1	2	0	7	0	3	0	2	1	3	2	6	0	4	13	0	178	12	1	1	0	0	4	2	1	0	0	0	20	1	1	2	4	12	3	3	1	3	1	0	3	0	1	0	5	1	0	8	0	13	4	0	11	0	1	0	27	11	13	1	0	2	1	5	10	13	4	1	0	17	7	1	2	0	0	1	0	0	5	2	2	36	61	1	0	0	2	2	4	0	2	42	2	4	0	0	59	1	1	1	1	0	2	5	8	4	0	4	2	1	9	2	4	14	9	2	7	0	0	7	6	1	3	3	0	1	2	6	2	0	0	0	9	1	0	27	2	0	1	1	0	1	1	7	2	5	4	0	0	0	5	5	9	0	25	0	0	6	2	1	0	2	0	13	7	0	1	2	1	0	9	2	0	1	4	3	1	2	0	0	2	0	1	5	1	9	0	33	2	9	0	7	1	5	9	4	15	2	12	45	0	1	7	157	5	5	0	9	7	2
The Staffaroni Family	6	5	0	0	1	2	4	4	0	86	0	1	15	3	1	1	1	1	0	7	0	0	1	0	0	1	0	0	1	0	3	3	1	3	2	3	2	2	0	0	0	0	2	5	2	1	0	1	0	1	0	0	0	0	0	4	7	1	3	0	3	0	1	1	3	5	1	0	0	4	0	0	0	0	2	3	1	0	2	0	0	1	1	1	1	0	0	5	1	0	0	0	2	1	5	7	4	0	0	1	0	0	0	0	4	3	0	4	0	1	1	0	0	1	0	7	0	0	0	1	2	1	2	0	9	1	3	0	0	0	2	0	29	0	2	2	0	2	0	0	4	3	1	0	0	1	0	1	0	4	0	0	0	1	2	2	1	0	1	0	0	0	3	1	0	0	2	1	2	0	0	0	2	0	3	1	3	1	1	2	0	1	1	1	0	11	3	1	1	1	1	0	7	0	2	0	0	0	2	0	1	3	2	1	1	4	0	0	0	2	0	16	1	1	2	0	0	1	0	2	2	0	3	0	1	0	0	3	0	12	2	0	0	3	0	0	0	0	0	1	1	0	0	0	0	1	3	0	2	0	1	2	0	4	1	0	0	0	1	1	3	0	1	3	1	0	0	1	0	0	2	1	0	0	0	6	0	6	5	3	6	2	1	0	0	0	2	0	0	0	0	1	0	2	0	2	1	0	1	0	0	2	1	1	0	2	1	0	0	1	0	2	0	0	3	3	1	1	9	0	0	4	5	1	1	0	0	0	0	1	0	1	2	14	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	14	3	0	4	1	0	0	1	0	1	0	1	1	8	0	0	1	0	1	6	0	2	1	0	2	3	0	1	0	0	0	1	0	1	0	3	0	4	8	1	0	0	0	0	0	0	0	0	0	3	0	2	0	3	2	0	0	1	1	3	0	0	1	0	1	0	0	4	10	11	0	0	0	0	0	1	0	3	3	2	0	0	0	1	3	0	1	3	0	1	0	3	0	10	6	1	0	1	0	0	8	2	5	0	0	1	1	2	0	1	2	0	1	0	0	5	7	6	1	0	9	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	2	1	0	0	0	1	0
Glimpses of 40	1	1	14	0	14	0	3	0	3	7	0	1	3	2	0	4	2	1	0	4	1	0	0	1	5	3	12	2	0	3	1	0	1	1	0	2	2	2	5	2	3	2	0	1	3	1	1	0	1	3	9	2	0	0	2	2	3	0	1	0	7	1	2	0	1	0	9	0	0	3	3	0	0	0	2	1	3	2	4	6	2	1	0	0	1	0	0	0	4	2	1	0	0	1	0	2	2	2	1	0	1	0	3	2	3	0	1	1	2	4	1	1	1	2	0	1	0	1	1	2	0	2	2	2	3	3	1	0	0	1	0	0	7	3	7	3	0	1	2	4	9	0	0	0	0	2	1	0	1	4	2	0	0	3	3	5	0	0	0	1	0	0	2	0	1	0	0	1	22	1	1	0	0	0	4	6	3	2	0	0	4	2	3	0	4	0	0	3	4	2	0	0	0	0	0	8	1	0	1	2	1	3	1	1	1	1	5	1	0	0	1	0	1	2	1	2	5	1	1	1	1	0	4	3	0	0	5	19	1	2	0	0	1	2	0	2	2	0	0	0	0	1	0	5	2	5	1	0	2	1	5	0	7	0	3	2	1	0	0	2	8	1	0	3	1	13	0	0	16	1	18	3	2	2	1	6	0	1	1	1	0	3	1	2	1	1	3	0	0	0	0	1	0	18	1	3	0	2	0	2	1	4	2	2	2	12	0	0	0	2	0	2	0	0	2	5	2	2	4	0	0	8	0	0	2	0	3	1	2	3	0	1	1	5	1	0	1	2	0	2	3	0	1	0	0	5	2	2	2	1	0	0	3	3	2	0	0	0	0	1	2	0	3	3	1	0	1	1	3	0	0	0	4	4	6	2	0	1	1	1	2	1	1	1	2	1	0	0	3	2	0	0	1	0	1	0	1	0	2	1	0	4	0	0	1	1	3	0	0	0	1	0	2	1	0	2	0	0	0	3	0	4	0	0	1	0	1	0	5	1	0	1	2	1	1	0	1	5	1	0	8	0	1	1	4	4	6	0	0	0	1	1	1	2	2	3	0	0	2	1	3	1	2	0	1	1	2	0	1	37	1	0	7	6	4	0	0	1	5	0	1	1	5	0	0	0	0	0	0	3	10	0	4	2	1	2	1	0	0	0	1
Character of the Week	0	0	1	0	0	0	2	2	0	0	3	0	1	2	0	0	11	3	0	1	3	0	1	0	3	0	0	1	0	3	0	0	0	1	1	1	4	1	1	2	0	1	0	0	1	0	0	0	1	0	4	1	1	1	7	0	0	0	0	3	0	0	0	1	0	0	7	0	0	0	2	0	0	0	1	4	1	2	0	3	0	0	0	3	0	1	0	0	1	0	3	2	0	2	1	1	0	0	0	2	1	1	1	0	0	1	1	0	0	2	1	0	4	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	6	0	0	2	3	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	5	0	0	0	2	1	0	0	0	3	0	0	0	3	0	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	1	0	2	0	0	2	1	0	0	0	1	2	0	0	1	0	0	0	1	0	2	0	0	2	3	11	1	3	0	0	1	7	0	0	0	3	1	0	0	0	2	0	0	1	0	0	1	0	1	5	0	0	1	0	0	2	1	3	2	1	0	1	0	0	1	0	2	0	1	0	0	2	0	0	1	1	0	3	2	0	0	0	1	0	1	3	2	0	3	0	2	0	2	2	0	1	0	0	0	3	3	0	0	0	0	1	1	1	0	0	0	1	2	0	0	0	5	2	2	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	1	1	2	0	0	0	0	0	1	1	0	4	1	3	0	4	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	3	0	0	1	1	1	2	0	0	1	2	0	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	2	0	1	0	0	1	1	1	0	2	0	5	0	0	0	0	1	1	1	0	1	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	3	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	1	2	1	0	0	3	3	0	0	2
A Groovy Kind of Life	5	6	3	4	5	2	3	1	0	34	1	3	6	5	4	5	2	10	0	2	4	2	8	1	11	6	3	3	1	13	0	3	4	6	6	3	1	1	0	3	6	1	7	12	5	3	10	4	0	0	1	7	2	3	13	1	0	0	0	2	1	1	5	7	1	1	2	6	0	3	1	6	3	4	1	1	2	12	0	6	2	3	1	2	0	2	1	1	0	5	4	2	3	3	1	6	8	0	5	4	3	0	4	7	4	2	7	6	8	3	2	1	2	3	3	4	2	8	2	0	4	7	4	1	14	7	3	10	4	1	7	6	2	8	57	3	8	3	3	1	9	0	7	3	6	5	2	2	0	5	1	0	1	3	2	4	1	0	12	6	7	3	4	5	1	1	2	10	8	1	4	0	9	2	3	1	4	4	0	0	7	0	4	6	3	1	9	1	3	1	1	2	2	10	1	6	4	0	2	0	1	2	6	1	1	5	3	1	2	5	7	2	4	2	3	1	2	0	3	0	3	0	43	5	0	2	6	5	0	3	1	1	1	3	10	3	2	0	7	2	0	1	17	5	2	7	3	1	1	15	7	2	0	0	3	10	4	5	1	2	7	2	3	7	1	3	0	1	3	2	5	4	2	2	4	2	1	1	3	10	2	1	7	1	12	1	1	3	2	0	12	3	1	13	0	9	3	3	1	3	0	6	3	0	2	0	7	4	1	9	4	1	5	2	2	1	2	15	28	0	1	0	1	8	1	6	3	1	1	3	1	4	1	2	8	2	3	2	0	1	2	11	5	0	2	3	13	2	7	1	3	0	3	0	12	2	0	1	4	0	7	2	4	1	0	1	1	0	2	1	1	1	13	2	0	4	1	4	0	3	1	1	0	1	0	9	3	0	3	4	6	5	6	0	4	0	0	1	5	7	1	5	2	8	6	0	1	2	3	5	5	3	2	0	0	5	2	3	2	5	0	4	3	8	1	4	2	2	0	2	2	8	5	2	2	3	3	2	3	1	1	3	2	0	0	4	1	12	3	4	2	4	2	0	1	4	4	0	1	5	0	0	2	2	2	0	0	1	2	3	4	6	24	2	2	2	2	2	4	0	0	0	0	1	2	1	2	2	0	10	2	1	7	3	0	0	1	1	2	9	2
As my world turns	3	0	1	4	1	3	0	3	0	1	0	5	1	1	4	2	2	1	1	0	5	1	4	0	1	1	0	4	0	0	0	0	0	1	0	4	3	0	20	0	2	0	2	0	0	2	1	3	1	0	1	1	0	5	2	1	3	2	2	1	0	0	4	3	3	1	3	0	0	1	4	2	0	2	0	1	2	1	5	4	1	3	2	1	0	2	1	3	3	0	2	0	0	0	2	1	0	2	2	8	2	1	3	0	1	2	9	3	4	1	2	2	2	0	0	3	2	6	0	4	1	3	2	0	0	0	0	0	0	1	2	2	1	1	0	1	0	1	0	0	6	0	1	2	0	2	0	4	0	1	2	1	0	2	1	1	0	2	0	0	0	14	3	0	0	1	0	5	0	1	0	2	0	2	3	1	1	4	1	2	0	0	6	3	2	0	0	1	0	0	1	0	0	3	2	1	1	0	1	6	0	0	2	2	5	1	0	0	1	0	7	0	1	1	0	1	0	4	2	0	0	4	1	1	0	0	1	0	0	0	0	1	5	1	0	0	0	0	1	0	1	0	3	6	3	2	0	1	0	0	0	0	5	0	1	24	1	2	1	0	0	0	2	1	0	0	0	1	1	1	0	2	2	2	2	2	2	4	1	0	1	1	1	3	1	3	1	0	0	1	0	0	0	0	0	1	0	1	1	2	2	6	4	5	1	0	1	0	13	5	1	2	0	0	0	0	2	0	2	1	1	1	0	0	0	0	0	3	1	0	0	1	1	0	1	1	2	3	1	0	0	1	0	0	0	0	0	1	2	4	2	1	0	1	1	0	0	3	0	0	0	0	0	4	6	9	3	0	2	1	5	0	0	1	0	0	0	0	2	0	0	2	2	1	0	2	0	2	1	1	1	0	2	1	2	3	1	2	0	0	4	0	2	0	0	4	3	16	16	0	0	0	0	3	1	0	0	0	1	1	4	1	0	2	0	2	1	0	0	0	0	1	2	2	0	0	0	0	0	1	0	2	0	1	0	0	4	4	1	0	1	0	1	0	0	0	1	2	0	0	3	1	0	2	1	1	1	1	1	4	1	0	1	2	0	0	0	0	0	0	1	1	2	1	2	2	1	0	7	2	0	0	3	0	0	0	0	0	4	1	0
hopeful romantics	2	9	1	3	0	0	2	1	2	0	0	0	1	1	2	3	2	4	0	1	1	2	2	2	2	2	5	1	1	1	3	2	7	1	0	0	5	8	5	0	2	0	0	1	2	1	5	3	2	3	0	2	7	1	3	2	6	0	3	4	2	1	0	3	0	1	0	2	4	4	4	1	1	0	2	1	3	3	1	0	1	1	0	3	1	3	7	0	0	0	1	0	1	8	0	1	2	0	6	1	6	3	1	2	1	1	11	1	2	1	3	5	4	2	6	2	4	4	3	0	0	0	4	2	0	5	1	1	3	3	3	10	3	3	0	2	9	2	4	1	1	1	1	2	5	10	7	6	0	4	0	2	0	2	7	0	6	0	0	0	13	35	2	2	0	2	2	1	0	1	2	3	2	0	1	1	0	1	5	2	3	0	2	0	1	11	2	2	1	7	0	3	2	0	2	1	1	2	0	1	5	0	4	4	1	2	5	0	3	1	2	0	4	2	1	2	2	1	5	1	2	0	4	3	3	3	3	0	3	5	1	6	2	1	3	1	2	8	3	3	2	1	0	0	2	9	1	2	1	3	1	0	0	0	0	1	1	2	0	4	0	0	0	1	3	1	2	3	5	0	0	3	2	4	6	1	1	3	0	3	1	0	0	1	1	3	1	2	1	0	4	0	0	0	1	1	0	0	0	1	7	0	3	3	1	1	4	0	1	2	0	1	0	3	7	1	4	4	1	3	0	4	0	1	0	2	5	1	13	0	1	1	3	3	12	5	0	3	0	3	2	1	1	0	1	0	0	3	1	1	3	4	0	1	4	0	5	0	0	4	2	4	3	0	0	0	0	2	2	1	0	2	0	3	3	5	5	7	2	7	2	3	0	2	0	1	1	1	0	0	5	0	4	1	3	5	2	0	9	0	2	1	2	1	1	9	0	10	9	1	1	3	2	0	0	10	2	3	4	1	1	0	2	0	3	3	2	3	4	4	4	0	0	7	4	2	0	0	2	2	7	2	2	2	0	1	3	3	0	12	2	2	3	1	4	1	1	4	2	2	3	0	0	5	5	0	1	1	0	0	3	1	1	2	2	2	3	5	3	2	1	4	4	5	0	1	0	1	2	0	0	0	0	1	0	1	1	2	0	4	1
